ds,trend,yhat_lower,yhat_upper,trend_lower,trend_upper,additive_terms,additive_terms_lower,additive_terms_upper,weekly,weekly_lower,weekly_upper,yearly,yearly_lower,yearly_upper,multiplicative_terms,multiplicative_terms_lower,multiplicative_terms_upper,yhat
2021-04-26,155321.46946833655,39905.41959155661,172610.53729303932,155321.46946833655,155321.46946833655,-47428.68926415016,-47428.68926415016,-47428.68926415016,-1325.4954434895162,-1325.4954434895162,-1325.4954434895162,-46103.19382066065,-46103.19382066065,-46103.19382066065,0.0,0.0,0.0,107892.78020418639
2021-05-03,155216.50517834202,25264.061338765747,164378.4283704983,155216.50517834202,155216.50517834202,-62111.14434307207,-62111.14434307207,-62111.14434307207,-1325.4954434895164,-1325.4954434895164,-1325.4954434895164,-60785.64889958256,-60785.64889958256,-60785.64889958256,0.0,0.0,0.0,93105.36083526995
2021-05-10,155111.5408883475,14016.300971607627,150207.10942119706,155111.5408883475,155111.5408883475,-73442.1867314926,-73442.1867314926,-73442.1867314926,-1325.4954434895164,-1325.4954434895164,-1325.4954434895164,-72116.69128800309,-72116.69128800309,-72116.69128800309,0.0,0.0,0.0,81669.35415685488
2021-05-17,155006.57659835296,12116.853040246464,154600.3190992261,155006.57659835296,155006.57659835296,-73489.87314950913,-73489.87314950913,-73489.87314950913,-1325.4954434895164,-1325.4954434895164,-1325.4954434895164,-72164.37770601962,-72164.37770601962,-72164.37770601962,0.0,0.0,0.0,81516.70344884382
2021-10-04,152907.2907984622,81064.09047366974,216840.80000999974,152907.2907984622,152907.2907984622,-3233.0093884664493,-3233.0093884664493,-3233.0093884664493,-1325.4954434895167,-1325.4954434895167,-1325.4954434895167,-1907.5139449769326,-1907.5139449769326,-1907.5139449769326,0.0,0.0,0.0,149674.28140999575
2021-10-11,152802.32650846767,86225.43858086111,224009.2442255147,152802.32650846767,152802.32650846767,4641.136621120832,4641.136621120832,4641.136621120832,-1325.4954434895164,-1325.4954434895164,-1325.4954434895164,5966.632064610348,5966.632064610348,5966.632064610348,0.0,0.0,0.0,157443.4631295885
2021-10-18,152667.0522773133,94443.90540442539,235224.16879419851,152667.0522773133,152667.0522773133,11665.012125562309,11665.012125562309,11665.012125562309,-1325.4954434895167,-1325.4954434895167,-1325.4954434895167,12990.507569051824,12990.507569051824,12990.507569051824,0.0,0.0,0.0,164332.0644028756
2021-10-25,152531.77804615896,97493.08669966762,236648.35468549482,152531.77804615896,152531.77804615896,13953.517956578979,13953.517956578979,13953.517956578979,-1325.4954434895164,-1325.4954434895164,-1325.4954434895164,15279.013400068494,15279.013400068494,15279.013400068494,0.0,0.0,0.0,166485.29600273794
2021-11-01,152396.50381500463,97267.06309150865,234512.94003649856,152396.50381500463,152396.50381500463,11826.341359164155,11826.341359164155,11826.341359164155,-1325.4954434895164,-1325.4954434895164,-1325.4954434895164,13151.83680265367,13151.83680265367,13151.83680265367,0.0,0.0,0.0,164222.8451741688
2021-11-08,152261.22958385028,92971.2829708782,226182.60159076832,152261.22958385028,152261.22958385028,8652.84686205832,8652.84686205832,8652.84686205832,-1325.4954434895164,-1325.4954434895164,-1325.4954434895164,9978.342305547838,9978.342305547838,9978.342305547838,0.0,0.0,0.0,160914.0764459086
2021-11-15,152125.95535269595,92249.85302775234,229290.05411142576,152125.95535269595,152125.95535269595,7646.653525976362,7646.653525976362,7646.653525976362,-1325.4954434895164,-1325.4954434895164,-1325.4954434895164,8972.14896946588,8972.14896946588,8972.14896946588,0.0,0.0,0.0,159772.6088786723
2021-11-22,151990.68112154157,94071.62375074391,222839.01808340012,151990.68112154157,151990.68112154157,9972.063494811428,9972.063494811428,9972.063494811428,-1325.4954434895164,-1325.4954434895164,-1325.4954434895164,11297.558938300943,11297.558938300943,11297.558938300943,0.0,0.0,0.0,161962.74461635298
2021-11-29,151855.40689038724,91981.79048699621,233428.9991758711,151855.40689038724,151855.40689038724,14632.982173092745,14632.982173092745,14632.982173092745,-1325.4954434895164,-1325.4954434895164,-1325.4954434895164,15958.47761658226,15958.47761658226,15958.47761658226,0.0,0.0,0.0,166488.38906348
2021-12-06,151698.988230448,101006.71923724518,240501.59900666328,151698.988230448,151698.988230448,18514.012548319646,18514.012548319646,18514.012548319646,-1325.4954434895164,-1325.4954434895164,-1325.4954434895164,19839.50799180916,19839.50799180916,19839.50799180916,0.0,0.0,0.0,170213.00077876766
2021-12-13,151542.5695705088,100643.24881250327,230670.9673913921,151542.5695705088,151542.5695705088,16665.599315596468,16665.599315596468,16665.599315596468,-1325.4954434895164,-1325.4954434895164,-1325.4954434895164,17991.094759085983,17991.094759085983,17991.094759085983,0.0,0.0,0.0,168208.16888610524
2021-12-20,151386.15091056956,87319.627282938,225803.4981914684,151386.15091056956,151386.15091056956,5119.640069826272,5119.640069826272,5119.640069826272,-1325.4954434895164,-1325.4954434895164,-1325.4954434895164,6445.135513315788,6445.135513315788,6445.135513315788,0.0,0.0,0.0,156505.79098039583
2021-12-27,151229.73225063033,67914.09988009949,203389.22468603353,151229.73225063033,151229.73225063033,-13722.063866416152,-13722.063866416152,-13722.063866416152,-1325.4954434895164,-1325.4954434895164,-1325.4954434895164,-12396.568422926635,-12396.568422926635,-12396.568422926635,0.0,0.0,0.0,137507.66838421416
2022-01-03,151073.3135906911,54970.951665605186,193975.8660645693,151073.3135906911,151073.3135906911,-28302.074219015678,-28302.074219015678,-28302.074219015678,-1325.4954434895164,-1325.4954434895164,-1325.4954434895164,-26976.578775526163,-26976.578775526163,-26976.578775526163,0.0,0.0,0.0,122771.23937167543
2022-01-10,150916.89493075188,60587.90246935623,195644.96870555973,150916.89493075188,150916.89493075188,-23612.846136697768,-23612.846136697768,-23612.846136697768,-1325.4954434895164,-1325.4954434895164,-1325.4954434895164,-22287.350693208253,-22287.350693208253,-22287.350693208253,0.0,0.0,0.0,127304.0487940541
2022-01-17,150749.06371551205,82000.48210652587,219259.21611214496,150749.06371551205,150749.06371551205,6300.330915658396,6300.330915658396,6300.330915658396,-1325.4954434895164,-1325.4954434895164,-1325.4954434895164,7625.826359147912,7625.826359147912,7625.826359147912,0.0,0.0,0.0,157049.39463117043
2022-01-24,150581.23250027225,130575.40326200087,268882.1832469034,150581.23250027225,150581.23250027225,49792.65356678543,49792.65356678543,49792.65356678543,-1325.4954434895164,-1325.4954434895164,-1325.4954434895164,51118.14901027495,51118.14901027495,51118.14901027495,0.0,0.0,0.0,200373.88606705767
2022-01-31,150413.40128503242,162657.55656401208,297383.7096317603,150413.40128503242,150413.40128503242,83116.4466811047,83116.4466811047,83116.4466811047,-1325.4954434895164,-1325.4954434895164,-1325.4954434895164,84441.94212459422,84441.94212459422,84441.94212459422,0.0,0.0,0.0,233529.8479661371
2022-02-07,150245.57006979262,170476.53157751285,310260.17717978184,150245.57006979262,150245.57006979262,87671.90562400768,87671.90562400768,87671.90562400768,-1325.4954434895164,-1325.4954434895164,-1325.4954434895164,88997.4010674972,88997.4010674972,88997.4010674972,0.0,0.0,0.0,237917.4756938003
2022-02-14,150077.73885455282,144464.74342841443,282144.05063195707,150077.73885455282,150077.73885455282,64371.706246700705,64371.706246700705,64371.706246700705,-1325.4954434895164,-1325.4954434895164,-1325.4954434895164,65697.20169019022,65697.20169019022,65697.20169019022,0.0,0.0,0.0,214449.4451012535
2022-02-21,149909.907639313,116077.50865637457,249089.52983498355,149909.907639313,149909.907639313,31828.922906304317,31828.922906304317,31828.922906304317,-1325.4954434895162,-1325.4954434895162,-1325.4954434895162,33154.418349793836,33154.418349793836,33154.418349793836,0.0,0.0,0.0,181738.83054561733
2022-02-28,149739.460617968,93936.14804827703,228316.40693721772,149739.460617968,149739.460617968,10060.1696916893,10060.1696916893,10060.1696916893,-1325.4954434895167,-1325.4954434895167,-1325.4954434895167,11385.665135178815,11385.665135178815,11385.665135178815,0.0,0.0,0.0,159799.6303096573
2022-03-07,149569.013596623,85609.6901066377,222246.43302477966,149569.013596623,149569.013596623,5038.485450240986,5038.485450240986,5038.485450240986,-1325.4954434895167,-1325.4954434895167,-1325.4954434895167,6363.980893730503,6363.980893730503,6363.980893730503,0.0,0.0,0.0,154607.499046864
2022-03-14,149398.56657527803,88438.35234708528,229814.76339397457,149398.56657527803,149398.56657527803,7671.474429953669,7671.474429953669,7671.474429953669,-1325.4954434895164,-1325.4954434895164,-1325.4954434895164,8996.969873443186,8996.969873443186,8996.969873443186,0.0,0.0,0.0,157070.0410052317
2022-03-21,149228.11955393304,91848.60161897974,224916.80165284054,149228.11955393304,149228.11955393304,5840.954067667688,5840.954067667688,5840.954067667688,-1325.4954434895164,-1325.4954434895164,-1325.4954434895164,7166.449511157204,7166.449511157204,7166.449511157204,0.0,0.0,0.0,155069.07362160072
2022-03-28,149057.67253258804,78267.902700301,213765.44683558462,149057.67253258804,149057.67253258804,-4023.1496657265775,-4023.1496657265775,-4023.1496657265775,-1325.4954434895164,-1325.4954434895164,-1325.4954434895164,-2697.6542222370617,-2697.6542222370617,-2697.6542222370617,0.0,0.0,0.0,145034.52286686146
2022-04-04,148887.22551124307,62231.47297668634,206944.832630448,148887.22551124307,148887.22551124307,-16644.879658690243,-16644.879658690243,-16644.879658690243,-1325.4954434895164,-1325.4954434895164,-1325.4954434895164,-15319.384215200726,-15319.384215200726,-15319.384215200726,0.0,0.0,0.0,132242.34585255283
2022-04-11,148716.7784898981,53454.874238401644,193297.4180570076,148716.7784898981,148716.7784898981,-26526.330043683705,-26526.330043683705,-26526.330043683705,-1325.4954434895167,-1325.4954434895167,-1325.4954434895167,-25200.83460019419,-25200.83460019419,-25200.83460019419,0.0,0.0,0.0,122190.4484462144
2022-04-18,148546.33144717585,46718.20688893131,181345.12784290695,148546.33144717585,148546.33144717585,-34450.00052372484,-34450.00052372484,-34450.00052372484,-1325.4954434895164,-1325.4954434895164,-1325.4954434895164,-33124.50508023532,-33124.50508023532,-33124.50508023532,0.0,0.0,0.0,114096.33092345101
2022-04-25,148375.88440445362,32055.780979861192,169329.14810116237,148375.88440445362,148375.88440445362,-45052.8941386463,-45052.8941386463,-45052.8941386463,-1325.4954434895164,-1325.4954434895164,-1325.4954434895164,-43727.39869515678,-43727.39869515678,-43727.39869515678,0.0,0.0,0.0,103322.99026580733
2022-05-02,148205.43736173137,24374.61611015471,156258.84555844462,148205.43736173137,148205.43736173137,-59482.76451591597,-59482.76451591597,-59482.76451591597,-1325.4954434895164,-1325.4954434895164,-1325.4954434895164,-58157.269072426454,-58157.269072426454,-58157.269072426454,0.0,0.0,0.0,88722.6728458154
2022-05-09,148034.99031900914,4436.859045512941,147513.79152179972,148034.99031900914,148034.99031900914,-72058.81218058366,-72058.81218058366,-72058.81218058366,-1325.4954434895164,-1325.4954434895164,-1325.4954434895164,-70733.31673709414,-70733.31673709414,-70733.31673709414,0.0,0.0,0.0,75976.17813842549
2022-05-16,147864.54327628686,172.02568513537256,135988.45680555925,147864.54327628686,147864.54327628686,-74521.69125201934,-74521.69125201934,-74521.69125201934,-1325.4954434895164,-1325.4954434895164,-1325.4954434895164,-73196.19580852982,-73196.19580852982,-73196.19580852982,0.0,0.0,0.0,73342.85202426751
2022-10-03,144455.60242184202,77087.91222776767,213444.70936719826,144455.60242184202,144455.60242184202,-4310.593285480215,-4310.593285480215,-4310.593285480215,-1325.4954434895164,-1325.4954434895164,-1325.4954434895164,-2985.097841990698,-2985.097841990698,-2985.097841990698,0.0,0.0,0.0,140145.0091363618
2022-10-10,144285.15537413248,79992.72791054874,218139.1477426421,144285.15537413248,144285.15537413248,3138.8000767075923,3138.8000767075923,3138.8000767075923,-1325.4954434895164,-1325.4954434895164,-1325.4954434895164,4464.295520197109,4464.295520197109,4464.295520197109,0.0,0.0,0.0,147423.95545084006
2022-10-17,144114.70832642296,84382.5110638929,220806.26490736456,144114.70832642296,144114.70832642296,10695.006276951979,10695.006276951979,10695.006276951979,-1325.4954434895164,-1325.4954434895164,-1325.4954434895164,12020.501720441496,12020.501720441496,12020.501720441496,0.0,0.0,0.0,154809.71460337494
2022-10-24,143944.26127871344,84379.12686512357,225347.11354208636,143944.26127871344,143944.26127871344,13934.90346415508,13934.90346415508,13934.90346415508,-1325.4954434895164,-1325.4954434895164,-1325.4954434895164,15260.398907644598,15260.398907644598,15260.398907644598,0.0,0.0,0.0,157879.1647428685
2022-10-31,143773.8142310039,90358.45834378753,224851.20281049193,143773.8142310039,143773.8142310039,12395.824754078933,12395.824754078933,12395.824754078933,-1325.4954434895164,-1325.4954434895164,-1325.4954434895164,13721.32019756845,13721.32019756845,13721.32019756845,0.0,0.0,0.0,156169.63898508283
2022-11-07,143603.36718329435,85015.31378604542,219068.0785035092,143603.36718329435,143603.36718329435,9130.696104720562,9130.696104720562,9130.696104720562,-1325.4954434895164,-1325.4954434895164,-1325.4954434895164,10456.191548210078,10456.191548210078,10456.191548210078,0.0,0.0,0.0,152734.0632880149
2022-11-14,143432.92013558483,84638.6353314095,218946.90148738772,143432.92013558483,143432.92013558483,7585.447250614828,7585.447250614828,7585.447250614828,-1325.4954434895164,-1325.4954434895164,-1325.4954434895164,8910.942694104344,8910.942694104344,8910.942694104344,0.0,0.0,0.0,151018.36738619965
2022-11-21,143262.4730855399,77432.47150955202,223364.03654589903,143262.4730855399,143262.4730855399,9330.214779718366,9330.214779718366,9330.214779718366,-1325.4954434895164,-1325.4954434895164,-1325.4954434895164,10655.710223207883,10655.710223207883,10655.710223207883,0.0,0.0,0.0,152592.68786525828
2022-11-28,143092.026035495,86222.86817674378,228785.2565071512,143092.026035495,143092.026035495,13738.667650573896,13738.667650573896,13738.667650573896,-1325.4954434895164,-1325.4954434895164,-1325.4954434895164,15064.163094063413,15064.163094063413,15064.163094063413,0.0,0.0,0.0,156830.69368606887
2022-12-05,142921.5789854501,95765.1267275283,227696.6900709579,142921.5789854501,142921.5789854501,18085.429859266256,18085.429859266256,18085.429859266256,-1325.4954434895167,-1325.4954434895167,-1325.4954434895167,19410.92530275577,19410.92530275577,19410.92530275577,0.0,0.0,0.0,161007.00884471636
2022-12-12,142751.13193540517,93565.35750140199,230819.07593424813,142751.13193540517,142751.13193540517,17643.312240776522,17643.312240776522,17643.312240776522,-1325.4954434895164,-1325.4954434895164,-1325.4954434895164,18968.807684266038,18968.807684266038,18968.807684266038,0.0,0.0,0.0,160394.44417618169
2022-12-19,142580.68488536024,87269.95126269033,218625.50173095716,142580.68488536024,142580.68488536024,7907.929832099803,7907.929832099803,7907.929832099803,-1325.4954434895164,-1325.4954434895164,-1325.4954434895164,9233.42527558932,9233.42527558932,9233.42527558932,0.0,0.0,0.0,150488.61471746003
2022-12-26,142410.2378353153,60064.41387638464,206376.5986502846,142410.2378353153,142410.2378353153,-10232.324932682704,-10232.324932682704,-10232.324932682704,-1325.4954434895164,-1325.4954434895164,-1325.4954434895164,-8906.82948919319,-8906.82948919319,-8906.82948919319,0.0,0.0,0.0,132177.91290263258
2023-01-02,142239.79078527036,46750.1478697723,176416.64855791637,142239.79078527036,142239.79078527036,-26720.692572109507,-26720.692572109507,-26720.692572109507,-1325.4954434895164,-1325.4954434895164,-1325.4954434895164,-25395.19712861999,-25395.19712861999,-25395.19712861999,0.0,0.0,0.0,115519.09821316086
2023-01-09,142069.343733204,49817.255325936436,188618.1203279781,142069.343733204,142069.343733204,-26340.975067482304,-26340.975067482304,-26340.975067482304,-1325.4954434895164,-1325.4954434895164,-1325.4954434895164,-25015.47962399279,-25015.47962399279,-25015.47962399279,0.0,0.0,0.0,115728.3686657217
2023-01-16,141898.89668113764,74054.58016198431,208621.8130248722,141898.89668113764,141898.89668113764,-606.7864003679879,-606.7864003679879,-606.7864003679879,-1325.4954434895164,-1325.4954434895164,-1325.4954434895164,718.7090431215285,718.7090431215285,718.7090431215285,0.0,0.0,0.0,141292.11028076964
2023-01-23,141728.4496290713,118861.09660241181,250001.56613053725,141728.4496290713,141728.4496290713,42042.42319940984,42042.42319940984,42042.42319940984,-1325.4954434895164,-1325.4954434895164,-1325.4954434895164,43367.91864289935,43367.91864289935,43367.91864289935,0.0,0.0,0.0,183770.87282848114
2023-01-30,141558.00257700495,151201.76505017758,290430.93042428663,141558.00257700495,141558.00257700495,78947.31789843895,78947.31789843895,78947.31789843895,-1325.4954434895167,-1325.4954434895167,-1325.4954434895167,80272.81334192847,80272.81334192847,80272.81334192847,0.0,0.0,0.0,220505.3204754439
2023-02-06,141387.55552493857,161702.6750240067,300170.3723114296,141387.55552493857,141387.55552493857,89222.14543280384,89222.14543280384,89222.14543280384,-1325.4954434895167,-1325.4954434895167,-1325.4954434895167,90547.64087629336,90547.64087629336,90547.64087629336,0.0,0.0,0.0,230609.7009577424
2023-02-13,141217.10847287223,139878.0824395388,281280.99262980587,141217.10847287223,141217.10847287223,69878.72992572635,69878.72992572635,69878.72992572635,-1325.4954434895164,-1325.4954434895164,-1325.4954434895164,71204.22536921587,71204.22536921587,71204.22536921587,0.0,0.0,0.0,211095.8383985986
2023-02-20,141046.66141953,107839.07731419434,251271.78331093927,141046.66141953,141046.66141953,37301.723783758,37301.723783758,37301.723783758,-1325.4954434895164,-1325.4954434895164,-1325.4954434895164,38627.21922724752,38627.21922724752,38627.21922724752,0.0,0.0,0.0,178348.385203288
2023-02-27,140876.21436618778,88572.16101970513,227096.15517719625,140876.21436618778,140876.21436618778,12652.424559487055,12652.424559487055,12652.424559487055,-1325.4954434895164,-1325.4954434895164,-1325.4954434895164,13977.920002976573,13977.920002976573,13977.920002976573,0.0,0.0,0.0,153528.63892567484
2023-03-06,140705.76731284554,72421.60049309256,213064.2398413732,140705.76731284554,140705.76731284554,4985.054785448073,4985.054785448073,4985.054785448073,-1325.4954434895167,-1325.4954434895167,-1325.4954434895167,6310.55022893759,6310.55022893759,6310.55022893759,0.0,0.0,0.0,145690.8220982936
2023-03-13,140535.32025950332,80841.63621773128,212449.3137364669,140535.32025950332,140535.32025950332,7249.240833031991,7249.240833031991,7249.240833031991,-1325.4954434895164,-1325.4954434895164,-1325.4954434895164,8574.736276521508,8574.736276521508,8574.736276521508,0.0,0.0,0.0,147784.56109253532
2023-03-20,140364.87320616114,76945.80642459482,216150.8310834369,140364.87320616114,140364.87320616114,6803.660259454767,6803.660259454767,6803.660259454767,-1325.4954434895164,-1325.4954434895164,-1325.4954434895164,8129.155702944283,8129.155702944283,8129.155702944283,0.0,0.0,0.0,147168.5334656159
2023-03-27,140194.4261528189,73630.62948534146,209778.32519527024,140194.4261528189,140194.4261528189,-1846.3777261580713,-1846.3777261580713,-1846.3777261580713,-1325.4954434895164,-1325.4954434895164,-1325.4954434895164,-520.8822826685548,-520.8822826685548,-520.8822826685548,0.0,0.0,0.0,138348.04842666083
2023-04-03,140023.97910664717,58341.0976043504,196956.05223324816,140023.97910664717,140023.97910664717,-14500.746352359269,-14500.746352359269,-14500.746352359269,-1325.4954434895164,-1325.4954434895164,-1325.4954434895164,-13175.250908869752,-13175.250908869752,-13175.250908869752,0.0,0.0,0.0,125523.23275428789
2023-04-10,139853.53206047544,48702.91597984132,183146.6304899396,139853.53206047544,139853.53206047544,-25016.34380805404,-25016.34380805404,-25016.34380805404,-1325.4954434895164,-1325.4954434895164,-1325.4954434895164,-23690.848364564525,-23690.848364564525,-23690.848364564525,0.0,0.0,0.0,114837.1882524214
2023-04-17,139683.0850143037,38274.56428780924,175223.2080333615,139683.0850143037,139683.0850143037,-32967.76190802376,-32967.76190802376,-32967.76190802376,-1325.4954434895164,-1325.4954434895164,-1325.4954434895164,-31642.26646453424,-31642.26646453424,-31642.26646453424,0.0,0.0,0.0,106715.32310627995
2023-04-24,139512.63796813198,30708.22659598863,168302.49497555092,139512.63796813198,139512.63796813198,-42819.84837030395,-42819.84837030395,-42819.84837030395,-1325.4954434895164,-1325.4954434895164,-1325.4954434895164,-41494.352926814434,-41494.352926814434,-41494.352926814434,0.0,0.0,0.0,96692.78959782803
2023-05-01,139342.19092196025,13335.395762843365,149588.05762565313,139342.19092196025,139342.19092196025,-56802.99616289965,-56802.99616289965,-56802.99616289965,-1325.4954434895164,-1325.4954434895164,-1325.4954434895164,-55477.500719410134,-55477.500719410134,-55477.500719410134,0.0,0.0,0.0,82539.1947590606
2023-05-08,139171.74387578852,-2324.379168359465,140874.11410112484,139171.74387578852,139171.74387578852,-70339.59395523409,-70339.59395523409,-70339.59395523409,-1325.4954434895164,-1325.4954434895164,-1325.4954434895164,-69014.09851174457,-69014.09851174457,-69014.09851174457,0.0,0.0,0.0,68832.14992055444
2023-05-15,139001.29682961677,-8015.565769863399,130104.61299418013,139001.29682961677,139001.29682961677,-75089.88013897404,-75089.88013897404,-75089.88013897404,-1325.4954434895164,-1325.4954434895164,-1325.4954434895164,-73764.38469548452,-73764.38469548452,-73764.38469548452,0.0,0.0,0.0,63911.41669064273
2023-10-02,135592.355948685,66864.07151981287,197191.6732025697,135592.355948685,135592.355948685,-5222.451681140989,-5222.451681140989,-5222.451681140989,-1325.4954434895164,-1325.4954434895164,-1325.4954434895164,-3896.9562376514737,-3896.9562376514737,-3896.9562376514737,0.0,0.0,0.0,130369.90426754401
2023-10-09,135421.9089046384,66933.2773492322,209327.9221051038,135421.9089046384,135421.9089046384,1638.7812569248385,1638.7812569248385,1638.7812569248385,-1325.4954434895167,-1325.4954434895167,-1325.4954434895167,2964.276700414355,2964.276700414355,2964.276700414355,0.0,0.0,0.0,137060.69016156325
2023-10-16,135251.4618605918,69221.21602386163,216984.83424163156,135251.4618605918,135251.4618605918,9575.429450792148,9575.429450792148,9575.429450792148,-1325.4954434895164,-1325.4954434895164,-1325.4954434895164,10900.924894281665,10900.924894281665,10900.924894281665,0.0,0.0,0.0,144826.89131138395
2023-10-23,135081.01481654524,80129.05998377144,219255.9855010378,135081.01481654524,135081.01481654524,13753.807578639995,13753.807578639995,13753.807578639995,-1325.4954434895164,-1325.4954434895164,-1325.4954434895164,15079.303022129512,15079.303022129512,15079.303022129512,0.0,0.0,0.0,148834.82239518524
2023-10-30,134910.56777249865,75848.6816858931,213533.8045411468,134910.56777249865,134910.56777249865,12909.738931911184,12909.738931911184,12909.738931911184,-1325.4954434895164,-1325.4954434895164,-1325.4954434895164,14235.234375400702,14235.234375400702,14235.234375400702,0.0,0.0,0.0,147820.30670440983
2023-11-06,134740.12072845205,81149.41056369532,208297.74017835263,134740.12072845205,134740.12072845205,9669.072763568332,9669.072763568332,9669.072763568332,-1325.4954434895164,-1325.4954434895164,-1325.4954434895164,10994.56820705785,10994.56820705785,10994.56820705785,0.0,0.0,0.0,144409.1934920204
2023-11-13,134569.6736907919,65830.28421560244,210821.96675850145,134569.6736907919,134569.6736907919,7634.854403901281,7634.854403901281,7634.854403901281,-1325.4954434895164,-1325.4954434895164,-1325.4954434895164,8960.349847390798,8960.349847390798,8960.349847390798,0.0,0.0,0.0,142204.5280946932
2023-11-20,134399.22665313177,74560.45097925955,215204.25858861292,134399.22665313177,134399.22665313177,8778.494061776179,8778.494061776179,8778.494061776179,-1325.4954434895164,-1325.4954434895164,-1325.4954434895164,10103.989505265696,10103.989505265696,10103.989505265696,0.0,0.0,0.0,143177.72071490795
2023-11-27,134228.77961547163,76436.54092515592,214081.15469334964,134228.77961547163,134228.77961547163,12848.326092960817,12848.326092960817,12848.326092960817,-1325.4954434895164,-1325.4954434895164,-1325.4954434895164,14173.821536450332,14173.821536450332,14173.821536450332,0.0,0.0,0.0,147077.10570843244
2023-12-04,134058.33257781147,82984.45835143626,223592.5377418244,134058.33257781147,134058.33257781147,17504.93878820734,17504.93878820734,17504.93878820734,-1325.4954434895164,-1325.4954434895164,-1325.4954434895164,18830.434231696858,18830.434231696858,18830.434231696858,0.0,0.0,0.0,151563.2713660188
2023-12-11,133887.88554015136,84194.47454755096,221907.28134196333,133887.88554015136,133887.88554015136,18310.519917884452,18310.519917884452,18310.519917884452,-1325.4954434895164,-1325.4954434895164,-1325.4954434895164,19636.015361373968,19636.015361373968,19636.015361373968,0.0,0.0,0.0,152198.40545803582
2023-12-18,133717.4385024912,81608.11925800638,211527.57397165865,133717.4385024912,133717.4385024912,10401.572896420757,10401.572896420757,10401.572896420757,-1325.4954434895167,-1325.4954434895167,-1325.4954434895167,11727.068339910275,11727.068339910275,11727.068339910275,0.0,0.0,0.0,144119.01139891194
2023-12-25,133546.99146483105,56638.18055295874,194198.92649292582,133546.99146483105,133546.99146483105,-6706.534967135409,-6706.534967135409,-6706.534967135409,-1325.4954434895167,-1325.4954434895167,-1325.4954434895167,-5381.039523645893,-5381.039523645893,-5381.039523645893,0.0,0.0,0.0,126840.45649769565
