ds,trend,yhat_lower,yhat_upper,trend_lower,trend_upper,additive_terms,additive_terms_lower,additive_terms_upper,weekly,weekly_lower,weekly_upper,yearly,yearly_lower,yearly_upper,multiplicative_terms,multiplicative_terms_lower,multiplicative_terms_upper,yhat
2024-01-01,133376.5444271709,38184.06506636799,174862.97251556025,133376.5444271709,133376.5444271709,-24583.686521563348,-24583.686521563348,-24583.686521563348,-1325.4954434895164,-1325.4954434895164,-1325.4954434895164,-23258.19107807383,-23258.19107807383,-23258.19107807383,0.0,0.0,0.0,108792.85790560757
2024-01-08,133206.09738951075,36246.88031030465,173846.28377290114,133206.09738951075,133206.09738951075,-28211.968442262554,-28211.968442262554,-28211.968442262554,-1325.4954434895164,-1325.4954434895164,-1325.4954434895164,-26886.47299877304,-26886.47299877304,-26886.47299877304,0.0,0.0,0.0,104994.12894724819
2024-01-15,133035.65035185064,57912.05301575058,196888.9252248415,133035.65035185064,133035.65035185064,-6932.499701427158,-6932.499701427158,-6932.499701427158,-1325.4954434895164,-1325.4954434895164,-1325.4954434895164,-5607.004257937642,-5607.004257937642,-5607.004257937642,0.0,0.0,0.0,126103.15065042349
2024-01-22,132865.2033141905,96061.56876297439,232769.1282736474,132865.2033141905,132865.2033141905,34104.63082455824,34104.63082455824,34104.63082455824,-1325.4954434895167,-1325.4954434895167,-1325.4954434895167,35430.12626804775,35430.12626804775,35430.12626804775,0.0,0.0,0.0,166969.83413874873
2024-01-29,132694.75627653033,145658.26855111605,271305.0104420188,132694.75627653033,132694.75627653033,73877.10182061006,73877.10182061006,73877.10182061006,-1325.4954434895164,-1325.4954434895164,-1325.4954434895164,75202.59726409958,75202.59726409958,75202.59726409958,0.0,0.0,0.0,206571.8580971404
2024-02-05,132524.30923887022,158111.53281812402,294143.28927683807,132524.30923887022,132524.30923887022,89771.59854973633,89771.59854973633,89771.59854973633,-1325.4954434895164,-1325.4954434895164,-1325.4954434895164,91097.09399322585,91097.09399322585,91097.09399322585,0.0,0.0,0.0,222295.90778860654
2024-02-12,132353.86220121008,138245.81563181154,271408.1038714569,132353.86220121008,132353.86220121008,74950.60808623093,74950.60808623093,74950.60808623093,-1325.4954434895164,-1325.4954434895164,-1325.4954434895164,76276.10352972045,76276.10352972045,76276.10352972045,0.0,0.0,0.0,207304.470287441
2024-02-19,132183.41516354991,108908.42781272873,234022.06862632636,132183.41516354991,132183.41516354991,43063.77012401965,43063.77012401965,43063.77012401965,-1325.4954434895164,-1325.4954434895164,-1325.4954434895164,44389.26556750917,44389.26556750917,44389.26556750917,0.0,0.0,0.0,175247.18528756956
2024-02-26,132012.96812588978,80206.58666670679,217043.86197917027,132012.96812588978,132012.96812588978,15833.493542629418,15833.493542629418,15833.493542629418,-1325.4954434895164,-1325.4954434895164,-1325.4954434895164,17158.988986118937,17158.988986118937,17158.988986118937,0.0,0.0,0.0,147846.4616685192
2024-03-04,131842.52108822964,74060.30671543095,204643.72474390213,131842.52108822964,131842.52108822964,5263.445985350919,5263.445985350919,5263.445985350919,-1325.4954434895167,-1325.4954434895167,-1325.4954434895167,6588.941428840435,6588.941428840435,6588.941428840435,0.0,0.0,0.0,137105.96707358057
2024-03-11,131672.0740505695,63021.48063292838,209261.91282784427,131672.0740505695,131672.0740505695,6717.899257574528,6717.899257574528,6717.899257574528,-1325.4954434895164,-1325.4954434895164,-1325.4954434895164,8043.394701064044,8043.394701064044,8043.394701064044,0.0,0.0,0.0,138389.97330814402
2024-03-18,131501.62701290936,74869.12267518275,204085.60671369778,131501.62701290936,131501.62701290936,7475.597838819871,7475.597838819871,7475.597838819871,-1325.4954434895167,-1325.4954434895167,-1325.4954434895167,8801.093282309388,8801.093282309388,8801.093282309388,0.0,0.0,0.0,138977.22485172923
2024-03-25,131331.1799752492,61521.24470135475,196551.5216759201,131331.1799752492,131331.1799752492,197.8991857960057,197.8991857960057,197.8991857960057,-1325.4954434895164,-1325.4954434895164,-1325.4954434895164,1523.3946292855221,1523.3946292855221,1523.3946292855221,0.0,0.0,0.0,131529.0791610452
2024-04-01,131160.73293758908,48812.17126553419,189287.3944550986,131160.73293758908,131160.73293758908,-12270.081899104165,-12270.081899104165,-12270.081899104165,-1325.4954434895164,-1325.4954434895164,-1325.4954434895164,-10944.586455614648,-10944.586455614648,-10944.586455614648,0.0,0.0,0.0,118890.65103848492
2024-04-08,130990.28589992893,40503.67499996398,167392.34893255407,130990.28589992893,130990.28589992893,-23409.42887899192,-23409.42887899192,-23409.42887899192,-1325.4954434895164,-1325.4954434895164,-1325.4954434895164,-22083.933435502404,-22083.933435502404,-22083.933435502404,0.0,0.0,0.0,107580.85702093701
2024-04-15,130819.83886226879,33877.77327560309,167676.54816017384,130819.83886226879,130819.83886226879,-31553.028306136042,-31553.028306136042,-31553.028306136042,-1325.4954434895167,-1325.4954434895167,-1325.4954434895167,-30227.532862646527,-30227.532862646527,-30227.532862646527,0.0,0.0,0.0,99266.81055613275
2024-04-22,130649.39182460864,21827.826369461196,153210.0528687533,130649.39182460864,130649.39182460864,-40739.22850022664,-40739.22850022664,-40739.22850022664,-1325.4954434895164,-1325.4954434895164,-1325.4954434895164,-39413.733056737125,-39413.733056737125,-39413.733056737125,0.0,0.0,0.0,89910.163324382
2024-04-29,130478.94478694849,9786.569593563181,145152.51313439495,130478.94478694849,130478.94478694849,-54120.288954762844,-54120.288954762844,-54120.288954762844,-1325.4954434895164,-1325.4954434895164,-1325.4954434895164,-52794.79351127333,-52794.79351127333,-52794.79351127333,0.0,0.0,0.0,76358.65583218564
2024-05-06,130308.49774928836,-38.76934020322278,128839.20209828006,130308.49774928836,130308.49774928836,-68330.1566130421,-68330.1566130421,-68330.1566130421,-1325.4954434895164,-1325.4954434895164,-1325.4954434895164,-67004.66116955258,-67004.66116955258,-67004.66116955258,0.0,0.0,0.0,61978.341136246265
2024-05-13,130138.05071162822,-12740.786790096323,125151.09127417581,130138.05071162822,130138.05071162822,-75198.18409328246,-75198.18409328246,-75198.18409328246,-1325.4954434895164,-1325.4954434895164,-1325.4954434895164,-73872.68864979294,-73872.68864979294,-73872.68864979294,0.0,0.0,0.0,54939.86661834577
2024-09-30,126729.10995842538,52074.14121008445,187663.34566641788,126729.10995842538,126729.10995842538,-5951.679237759675,-5951.679237759675,-5951.679237759675,-1325.4954434895164,-1325.4954434895164,-1325.4954434895164,-4626.183794270159,-4626.183794270159,-4626.183794270159,0.0,0.0,0.0,120777.43072066571
2024-10-07,126558.66292076524,62343.8059212884,196809.65980747528,126558.66292076524,126558.66292076524,174.65804930236877,174.65804930236877,174.65804930236877,-1325.4954434895164,-1325.4954434895164,-1325.4954434895164,1500.1534927918851,1500.1534927918851,1500.1534927918851,0.0,0.0,0.0,126733.32097006761
2024-10-14,126388.21588310509,66774.25309230646,207353.5595442222,126388.21588310509,126388.21588310509,8325.179899709201,8325.179899709201,8325.179899709201,-1325.4954434895164,-1325.4954434895164,-1325.4954434895164,9650.675343198716,9650.675343198716,9650.675343198716,0.0,0.0,0.0,134713.3957828143
2024-10-21,126217.76884544494,69511.34204766409,211058.82489370988,126217.76884544494,126217.76884544494,13401.25381236975,13401.25381236975,13401.25381236975,-1325.4954434895164,-1325.4954434895164,-1325.4954434895164,14726.749255859268,14726.749255859268,14726.749255859268,0.0,0.0,0.0,139619.0226578147
2024-10-28,126047.3218077848,74534.21754249408,207902.44809273886,126047.3218077848,126047.3218077848,13344.968024396703,13344.968024396703,13344.968024396703,-1325.4954434895164,-1325.4954434895164,-1325.4954434895164,14670.463467886218,14670.463467886218,14670.463467886218,0.0,0.0,0.0,139392.2898321815
2024-11-04,125876.87477012468,71174.07868541832,204664.90490130687,125876.87477012468,125876.87477012468,10251.029757838274,10251.029757838274,10251.029757838274,-1325.4954434895164,-1325.4954434895164,-1325.4954434895164,11576.52520132779,11576.52520132779,11576.52520132779,0.0,0.0,0.0,136127.90452796296
2024-11-11,125706.42773246452,65044.128670552374,198824.54480035583,125706.42773246452,125706.42773246452,7791.525421612987,7791.525421612987,7791.525421612987,-1325.4954434895164,-1325.4954434895164,-1325.4954434895164,9117.020865102504,9117.020865102504,9117.020865102504,0.0,0.0,0.0,133497.95315407752
2024-11-18,125535.98069480437,66813.77033460424,198964.04879671775,125535.98069480437,125535.98069480437,8325.184463621403,8325.184463621403,8325.184463621403,-1325.4954434895167,-1325.4954434895167,-1325.4954434895167,9650.67990711092,9650.67990711092,9650.67990711092,0.0,0.0,0.0,133861.16515842578
2024-11-25,125365.53365714425,68695.0596978901,204967.86378097063,125365.53365714425,125365.53365714425,11982.664509095746,11982.664509095746,11982.664509095746,-1325.4954434895164,-1325.4954434895164,-1325.4954434895164,13308.159952585262,13308.159952585262,13308.159952585262,0.0,0.0,0.0,137348.19816624
2024-12-02,125195.08661948411,77172.23839348418,209770.01848635406,125195.08661948411,125195.08661948411,16804.148457148392,16804.148457148392,16804.148457148392,-1325.4954434895164,-1325.4954434895164,-1325.4954434895164,18129.643900637908,18129.643900637908,18129.643900637908,0.0,0.0,0.0,141999.2350766325
2024-12-09,125024.63958182395,75061.0976901617,210512.5475134596,125024.63958182395,125024.63958182395,18688.744280329185,18688.744280329185,18688.744280329185,-1325.4954434895164,-1325.4954434895164,-1325.4954434895164,20014.2397238187,20014.2397238187,20014.2397238187,0.0,0.0,0.0,143713.38386215313
2024-12-16,124854.1925441638,67359.73905212797,205563.86235595544,124854.1925441638,124854.1925441638,12576.311973051717,12576.311973051717,12576.311973051717,-1325.4954434895167,-1325.4954434895167,-1325.4954434895167,13901.807416541233,13901.807416541233,13901.807416541233,0.0,0.0,0.0,137430.5045172155
2024-12-23,124683.74550650366,52919.48403882073,190930.35367273504,124683.74550650366,124683.74550650366,-3225.824725411581,-3225.824725411581,-3225.824725411581,-1325.4954434895167,-1325.4954434895167,-1325.4954434895167,-1900.3292819220644,-1900.3292819220644,-1900.3292819220644,0.0,0.0,0.0,121457.92078109208
2024-12-29,124537.64804565214,38084.70251840959,180178.00539390778,124537.64804565214,124537.64804565214,-18082.14936828805,-18082.14936828805,-18082.14936828805,220.91613677199075,220.91613677199075,220.91613677199075,-18303.06550506004,-18303.06550506004,-18303.06550506004,0.0,0.0,0.0,106455.49867736408
2025-01-05,124367.20100799199,31043.18372138871,163826.8558487606,124367.20100799199,124367.20100799199,-27941.765714017303,-27941.765714017303,-27941.765714017303,220.9161367701161,220.9161367701161,220.9161367701161,-28162.68185078742,-28162.68185078742,-28162.68185078742,0.0,0.0,0.0,96425.43529397468
2025-01-12,124196.75397033183,39285.81111790767,174715.7070356577,124196.6670073579,124196.89392795008,-15015.139183545907,-15015.139183545907,-15015.139183545907,220.91613676963635,220.91613676963635,220.91613676963635,-15236.055320315543,-15236.055320315543,-15236.055320315543,0.0,0.0,0.0,109181.61478678593
2025-01-19,124026.3069326717,76165.20533260949,211482.52661905947,124024.37517204507,124028.20213520087,21376.412042253844,21376.412042253844,21376.412042253844,220.91613676915665,220.91613676915665,220.91613676915665,21155.495905484688,21155.495905484688,21155.495905484688,0.0,0.0,0.0,145402.71897492555
2025-01-26,123855.85989501157,120475.79652959658,251823.9380250789,123851.93177450715,123860.02869362947,64338.443236955034,64338.443236955034,64338.443236955034,220.9161367686769,220.9161367686769,220.9161367686769,64117.52710018636,64117.52710018636,64117.52710018636,0.0,0.0,0.0,188194.30313196662
2025-02-02,123685.41285735139,143730.74425052406,283057.3696415589,123677.92047933582,123692.71656248764,89678.2865816379,89678.2865816379,89678.2865816379,220.9161367668023,220.9161367668023,220.9161367668023,89457.3704448711,89457.3704448711,89457.3704448711,0.0,0.0,0.0,213363.69943898928
2025-02-09,123514.96581969126,139334.28789770044,275106.87170123047,123504.53830670367,123527.60793930454,84114.47816439012,84114.47816439012,84114.47816439012,220.91613676771735,220.91613676771735,220.91613676771735,83893.5620276224,83893.5620276224,83893.5620276224,0.0,0.0,0.0,207629.4439840814
2025-02-16,123344.51878203113,111897.58189986728,248284.70918549478,123330.06300129242,123360.82582345238,55347.80514157175,55347.80514157175,55347.80514157175,220.91613677023375,220.91613677023375,220.91613677023375,55126.88900480152,55126.88900480152,55126.88900480152,0.0,0.0,0.0,178692.32392360287
2025-02-23,123174.071744371,77123.85664645491,215016.80788096774,123155.19836920823,123194.8807656031,24549.85569357604,24549.85569357604,24549.85569357604,220.91613676975388,220.91613676975388,220.91613676975388,24328.939556806286,24328.939556806286,24328.939556806286,0.0,0.0,0.0,147723.92743794704
2025-03-02,123003.62470671085,61400.648821912,197267.06057906387,122979.91394752703,123028.68087073434,8378.470589593322,8378.470589593322,8378.470589593322,220.9161367678794,220.9161367678794,220.9161367678794,8157.554452825443,8157.554452825443,8157.554452825443,0.0,0.0,0.0,131382.09529630418
2025-03-09,122833.17766905071,66243.89447520657,197169.09468403592,122803.56667700812,122862.38546979247,7258.982126466165,7258.982126466165,7258.982126466165,220.9161367660048,220.9161367660048,220.9161367660048,7038.065989700161,7038.065989700161,7038.065989700161,0.0,0.0,0.0,130092.15979551687
2025-03-16,122662.73063139056,69150.66107506772,201631.985768018,122626.60737277368,122696.09695336656,9518.585373832577,9518.585373832577,9518.585373832577,220.91613676691995,220.91613676691995,220.91613676691995,9297.669237065656,9297.669237065656,9297.669237065656,0.0,0.0,0.0,132181.31600522314
2025-03-23,122492.2835937304,57601.113660999596,193423.71787502032,122451.17586269465,122532.64752857137,4954.928700932768,4954.928700932768,4954.928700932768,220.91613676504542,220.91613676504542,220.91613676504542,4734.012564167722,4734.012564167722,4734.012564167722,0.0,0.0,0.0,127447.21229466317
2025-03-30,122321.83655607025,53799.70692870002,185677.5043996333,122274.4767869719,122368.96701434221,-6585.2249813741755,-6585.2249813741755,-6585.2249813741755,220.91613676456566,220.91613676456566,220.91613676456566,-6806.14111813874,-6806.14111813874,-6806.14111813874,0.0,0.0,0.0,115736.61157469607
2025-04-06,122151.38951841014,43355.59316214333,173792.53677558037,122097.60536044338,122203.29770352409,-18678.743296685323,-18678.743296685323,-18678.743296685323,220.91613676847666,220.91613676847666,220.91613676847666,-18899.6594334538,-18899.6594334538,-18899.6594334538,0.0,0.0,0.0,103472.64622172482
2025-04-13,121980.94248074999,25834.490958957937,161801.89657669517,121921.94013923436,122038.38143540292,-27528.912586559672,-27528.912586559672,-27528.912586559672,220.916136767997,220.916136767997,220.916136767997,-27749.82872332767,-27749.82872332767,-27749.82872332767,0.0,0.0,0.0,94452.02989419032
2025-04-20,121810.49544308987,13609.607806035037,148052.33221964844,121746.08551973061,121874.03901640316,-35830.41555644466,-35830.41555644466,-35830.41555644466,220.91613676751723,220.91613676751723,220.91613676751723,-36051.33169321218,-36051.33169321218,-36051.33169321218,0.0,0.0,0.0,85980.0798866452
2025-04-27,121640.04840542971,4615.950650740941,144641.2842312094,121566.92871244339,121710.12246222114,-47873.76675755055,-47873.76675755055,-47873.76675755055,220.91613677142837,220.91613677142837,220.91613677142837,-48094.68289432197,-48094.68289432197,-48094.68289432197,0.0,0.0,0.0,73766.28164787916
2025-05-04,121469.60136776957,-12326.924922790495,128965.66372106023,121389.70125383636,121547.6295650719,-62595.82584787997,-62595.82584787997,-62595.82584787997,220.91613676955382,220.91613676955382,220.91613676955382,-62816.741984649525,-62816.741984649525,-62816.741984649525,0.0,0.0,0.0,58873.775519889605
2025-05-11,121299.15433010942,-16602.380361939922,114801.22403718458,121211.85750057039,121384.03386483132,-72733.4533278409,-72733.4533278409,-72733.4533278409,220.91613677046874,220.91613677046874,220.91613677046874,-72954.36946461139,-72954.36946461139,-72954.36946461139,0.0,0.0,0.0,48565.70100226851
2025-05-18,121128.70729244927,-17212.071990022436,115664.18412095655,121033.6933331331,121220.81428961332,-70787.34589886124,-70787.34589886124,-70787.34589886124,220.91613676859427,220.91613676859427,220.91613676859427,-71008.26203562983,-71008.26203562983,-71008.26203562983,0.0,0.0,0.0,50341.36139358803
2025-05-25,120958.26025478914,6373.3208234220165,139304.02262529085,120852.69554139567,121057.0358041924,-55431.78374018527,-55431.78374018527,-55431.78374018527,220.9161367681145,220.9161367681145,220.9161367681145,-55652.69987695338,-55652.69987695338,-55652.69987695338,0.0,0.0,0.0,65526.47651460388
2025-06-01,120787.813217129,16115.942838181667,156379.61843638885,120676.75722447367,120893.55910138896,-32530.22965512814,-32530.22965512814,-32530.22965512814,220.91613676623993,220.91613676623993,220.91613676623993,-32751.14579189438,-32751.14579189438,-32751.14579189438,0.0,0.0,0.0,88257.58356200086
2025-06-08,120617.36617946885,42335.68971153065,179908.17752582973,120496.9961714807,120732.86219831677,-10888.50363021894,-10888.50363021894,-10888.50363021894,220.91613676576011,220.91613676576011,220.91613676576011,-11109.419766984698,-11109.419766984698,-11109.419766984698,0.0,0.0,0.0,109728.86254924991
2025-06-15,120446.91914180871,56918.807578604705,194943.55828047395,120315.78336651328,120569.87014980063,2896.194665020332,2896.194665020332,2896.194665020332,220.91613676967128,220.91613676967128,220.91613676967128,2675.2785282506607,2675.2785282506607,2675.2785282506607,0.0,0.0,0.0,123343.11380682905
2025-06-22,120276.47210414859,62262.58093477643,197544.77422785963,120135.84671058322,120408.11436084106,7021.999031536636,7021.999031536636,7021.999031536636,220.9161367691916,220.9161367691916,220.9161367691916,6801.082894767444,6801.082894767444,6801.082894767444,0.0,0.0,0.0,127298.47113568522
2025-06-29,120106.02506648842,54913.153760146786,193281.58271257108,119954.98578226448,120245.16812056195,4157.788137841751,4157.788137841751,4157.788137841751,220.91613676731694,220.91613676731694,220.91613676731694,3936.8720010744355,3936.8720010744355,3936.8720010744355,0.0,0.0,0.0,124263.81320433017
2025-07-06,119935.57802882828,48153.30878600668,186261.57509111537,119776.28893015698,120082.28093816823,-649.7204925663949,-649.7204925663949,-649.7204925663949,220.91613676823215,220.91613676823215,220.91613676823215,-870.6366293346271,-870.6366293346271,-870.6366293346271,0.0,0.0,0.0,119285.85753626189
2025-07-13,119765.13099116815,48877.32838969569,186117.26791149203,119595.11586501535,119917.3243995124,-2909.6467350667685,-2909.6467350667685,-2909.6467350667685,220.91613677074838,220.91613677074838,220.91613677074838,-3130.5628718375174,-3130.5628718375174,-3130.5628718375174,0.0,0.0,0.0,116855.48425610138
2025-07-20,119594.683953508,52456.600293132506,186509.33462642747,119416.09345322204,119754.84488746946,-1319.6319336416457,-1319.6319336416457,-1319.6319336416457,220.91613677166353,220.91613677166353,220.91613677166353,-1540.548070413309,-1540.548070413309,-1540.548070413309,0.0,0.0,0.0,118275.05201986636
2025-07-27,119424.23691584787,57776.78580511905,188875.18459721786,119238.49474557364,119593.23724196103,1752.6348009281298,1752.6348009281298,1752.6348009281298,220.91613676978875,220.91613676978875,220.91613676978875,1531.7186641583412,1531.7186641583412,1531.7186641583412,0.0,0.0,0.0,121176.871716776
2025-08-03,119253.78987818772,52786.21973277343,189667.4876353171,119060.51137643187,119432.72780126751,2841.178918584868,2841.178918584868,2841.178918584868,220.91613676791428,220.91613676791428,220.91613676791428,2620.2627818169535,2620.2627818169535,2620.2627818169535,0.0,0.0,0.0,122094.96879677258
2025-08-10,119083.34284052759,47048.43901692878,196102.14381283696,118880.32823496075,119268.51993317188,982.7507840594018,982.7507840594018,982.7507840594018,220.91613676882943,220.91613676882943,220.91613676882943,761.8346472905723,761.8346472905723,761.8346472905723,0.0,0.0,0.0,120066.093624587
2025-08-17,118912.89580286742,51775.11564576552,182517.48239248048,118698.56726383118,119106.41102299718,-1342.8122679467451,-1342.8122679467451,-1342.8122679467451,220.91613676695485,220.91613676695485,220.91613676695485,-1563.7284047137,-1563.7284047137,-1563.7284047137,0.0,0.0,0.0,117570.08353492068
2025-08-24,118742.44876520729,47525.20392831703,188526.61905509204,118520.84810926254,118950.29708503124,-1180.9200003443034,-1180.9200003443034,-1180.9200003443034,220.91613677086596,220.91613677086596,220.91613677086596,-1401.8361371151693,-1401.8361371151693,-1401.8361371151693,0.0,0.0,0.0,117561.52876486299
2025-08-31,118572.00172754715,53240.84179879114,188176.25138740212,118339.31648552131,118787.35070214371,1240.0773377564815,1240.0773377564815,1240.0773377564815,220.91613676899138,220.91613676899138,220.91613676899138,1019.1612009874901,1019.1612009874901,1019.1612009874901,0.0,0.0,0.0,119812.07906530362
2025-09-07,118401.55468988701,45498.063688899296,190903.736847874,118153.80166947331,118627.27867707825,2542.551253651251,2542.551253651251,2542.551253651251,220.91613676851162,220.91613676851162,220.91613676851162,2321.635116882739,2321.635116882739,2321.635116882739,0.0,0.0,0.0,120944.10594353826
2025-09-14,118231.10765222687,51099.449560705994,189274.09130967644,117973.92193826698,118468.0289464815,210.21169106755482,210.21169106755482,210.21169106755482,220.9161367680319,220.9161367680319,220.9161367680319,-10.704445700477072,-10.704445700477072,-10.704445700477072,0.0,0.0,0.0,118441.31934329442
2025-09-21,118060.66061456673,42906.3409210743,180138.7457006913,117794.72201919547,118306.95409028896,-3967.733601040378,-3967.733601040378,-3967.733601040378,220.9161367675522,220.9161367675522,220.9161367675522,-4188.64973780793,-4188.64973780793,-4188.64973780793,0.0,0.0,0.0,114092.92701352635
2025-09-28,117890.2135769066,47313.69503952256,183730.96928087866,117616.85736802375,118145.87976891092,-5225.542807347311,-5225.542807347311,-5225.542807347311,220.91613676567758,220.91613676567758,220.91613676567758,-5446.458944112989,-5446.458944112989,-5446.458944112989,0.0,0.0,0.0,112664.67076955928
2025-10-05,117719.76653924644,51696.00548340722,184814.71590739887,117438.63499118586,117983.36115683697,-719.8171641200357,-719.8171641200357,-719.8171641200357,220.91613676659273,220.91613676659273,220.91613676659273,-940.7333008866284,-940.7333008866284,-940.7333008866284,0.0,0.0,0.0,116999.94937512641
2025-10-12,117549.31950158629,55314.938821389405,189351.51034108922,117255.23036007516,117825.60102097239,7368.792935039109,7368.792935039109,7368.792935039109,220.9161367691089,220.9161367691089,220.9161367691089,7147.876798269999,7147.876798269999,7147.876798269999,0.0,0.0,0.0,124918.1124366254
2025-10-19,117378.87246392615,60611.09943808226,201307.0155447706,117072.05742180382,117666.01470517185,13870.147511524243,13870.147511524243,13870.147511524243,220.9161367686293,220.9161367686293,220.9161367686293,13649.231374755615,13649.231374755615,13649.231374755615,0.0,0.0,0.0,131249.01997545038
2025-10-26,117208.42542626603,62773.34237071083,200506.22563808825,116891.27940698263,117501.61935813144,15406.489690247998,15406.489690247998,15406.489690247998,220.91613676814947,220.91613676814947,220.91613676814947,15185.573553479846,15185.573553479846,15185.573553479846,0.0,0.0,0.0,132614.91511651402
2025-11-02,117037.97838860587,62358.9831235722,198260.49404688212,116711.44446479816,117339.10936552695,12892.808536522005,12892.808536522005,12892.808536522005,220.91613677206067,220.91613677206067,220.91613677206067,12671.892399749944,12671.892399749944,12671.892399749944,0.0,0.0,0.0,129930.78692512788
2025-11-09,116867.53135094573,51079.632451447775,194193.49108493657,116526.23179820222,117180.94742203184,9870.46341270463,9870.46341270463,9870.46341270463,220.91613677158065,220.91613677158065,220.91613677158065,9649.54727593305,9649.54727593305,9649.54727593305,0.0,0.0,0.0,126737.99476365036
2025-11-16,116697.0843132856,56439.20934025251,194297.21508703494,116339.68767193575,117015.60436262823,9322.480894268852,9322.480894268852,9322.480894268852,220.91613677110104,220.91613677110104,220.91613677110104,9101.564757497752,9101.564757497752,9101.564757497752,0.0,0.0,0.0,126019.56520755445
2025-11-23,116526.63727562544,64960.47486648751,196032.19964568788,116158.54889041239,116863.97053497592,12089.99024563951,12089.99024563951,12089.99024563951,220.91613676922657,220.91613676922657,220.91613676922657,11869.074108870285,11869.074108870285,11869.074108870285,0.0,0.0,0.0,128616.62752126495
2025-11-30,116356.1902379653,63403.4217124424,198568.5328994904,115978.10651090574,116704.45763376098,16882.24535589869,16882.24535589869,16882.24535589869,220.91613676735207,220.91613676735207,220.91613676735207,16661.32921913134,16661.32921913134,16661.32921913134,0.0,0.0,0.0,133238.435593864
2025-12-07,116185.74320030517,68584.19917888008,203606.3928380938,115795.45000910311,116541.92449333113,20272.366816717862,20272.366816717862,20272.366816717862,220.9161367668722,220.9161367668722,220.9161367668722,20051.45067995099,20051.45067995099,20051.45067995099,0.0,0.0,0.0,136458.11001702302
2025-12-14,116015.29616264503,61042.09932035987,200384.94403977308,115614.48738199961,116383.05011029443,17195.36665862647,17195.36665862647,17195.36665862647,220.91613676639253,220.91613676639253,220.91613676639253,16974.45052186008,16974.45052186008,16974.45052186008,0.0,0.0,0.0,133210.6628212715
2025-12-21,115844.84912498489,54329.38515806619,189609.49937698263,115434.0907260848,116223.67989280814,4246.4696162122955,4246.4696162122955,4246.4696162122955,220.9161367703036,220.9161367703036,220.9161367703036,4025.5534794419914,4025.5534794419914,4025.5534794419914,0.0,0.0,0.0,120091.31874119719
